Explained Variance,PC_comp
0.2226697891168234,0.0
0.20057282028670595,1.0
0.1898994728165469,2.0
0.09881690871966937,3.0
0.06679024177262308,4.0
0.06569226408012585,5.0
0.06488194578263534,6.0
0.03248651109096942,7.0
0.028856549600649147,8.0
0.013037726890342416,9.0
0.0083603187677089,10.0
0.004798355953428486,11.0
0.0031370951217717198,12.0
3.3358036309503893e-18,13.0
-3.3358036313538077e-18,14.0
